timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,latitude,longitude,altitude,satellite_count,position_lock,temperature,pressure,barometer_altitude,rocket_state,l1_extension,l2_extension,
1498330,-2.66668,1.76851,0.693204,493.99,413.7,-70.21,-0.03178,-0.1785,-0.06314,41.4812,-89.5011,2467.17,19,1,21.44,742.52,2678.38,7,0.0639061,0,
1498340,-2.90238,0.903288,-3.37306,461.58,397.25,-117.81,-0.05474,-0.15946,0.09912,41.4812,-89.5011,2467.17,19,1,21.43,742.79,2675.15,7,0.0624175,0,
1498350,-2.90238,0.903288,-3.37306,461.58,397.25,-117.81,-0.05474,-0.15946,0.09912,41.4812,-89.5011,2467.17,19,1,21.43,742.79,2675.15,7,0.0624175,0,
1498360,-2.90238,0.903288,-3.37306,461.58,397.25,-117.81,-0.05474,-0.15946,0.09912,41.4812,-89.5011,2467.17,19,1,21.43,742.79,2675.15,7,0.0624175,0,
1498370,-2.44561,0.257664,-1.47425,407.68,441.63,-169.4,-0.09478,-0.18158,0.18172,41.4812,-89.5011,2467.17,19,1,21.44,743.05,2672.23,7,0.0580325,0,
1498380,-2.44561,0.257664,-1.47425,407.68,441.63,-169.4,-0.09478,-0.18158,0.18172,41.4812,-89.5011,2467.17,19,1,21.44,743.05,2672.23,7,0.0580325,0,
1498390,-3.10514,-0.698328,-3.71417,311.29,462.07,-191.03,-0.16282,-0.21182,0.23282,41.4812,-89.5011,2467.17,19,1,21.47,743.23,2670.41,7,0.0719882,0,
1498400,-3.10514,-0.698328,-3.71417,311.29,462.07,-191.03,-0.16282,-0.21182,0.23282,41.4812,-89.5011,2467.17,19,1,21.47,743.23,2670.41,7,0.0719882,0,
1498410,-3.10514,-0.698328,-3.71417,311.29,462.07,-191.03,-0.16282,-0.21182,0.23282,41.4812,-89.5011,2467.17,19,1,21.47,743.23,2670.41,7,0.0719882,0,
1498420,-3.19445,-1.24147,-2.88994,210,483.91,-189.77,-0.23618,-0.2366,0.23422,41.4812,-89.5011,2463,19,1,21.49,743.38,2668.85,7,0.0722631,0,
1498430,-3.19445,-1.24147,-2.88994,210,483.91,-189.77,-0.23618,-0.2366,0.23422,41.4812,-89.5011,2463,19,1,21.49,743.38,2668.85,7,0.0722631,0,
1498440,-3.19445,-1.24147,-2.88994,210,483.91,-189.77,-0.23618,-0.2366,0.23422,41.4812,-89.5011,2463,19,1,21.49,743.38,2668.85,7,0.0722631,0,
1498450,-2.84528,-1.32199,-2.26261,112.21,509.67,-165.41,-0.30226,-0.26866,0.19628,41.4812,-89.5011,2463,19,1,21.49,743.41,2668.5,7,0.0757045,0,
1498460,-2.84528,-1.32199,-2.26261,112.21,509.67,-165.41,-0.30226,-0.26866,0.19628,41.4812,-89.5011,2463,19,1,21.49,743.41,2668.5,7,0.0757045,0,
1498470,-2.83211,-1.34395,-1.69531,32.69,531.93,-121.1,-0.35238,-0.29106,0.13272,41.4812,-89.5011,2463,19,1,21.51,743.3,2669.96,7,0.080028,0,
1498480,-2.83211,-1.34395,-1.69531,32.69,531.93,-121.1,-0.35238,-0.29106,0.13272,41.4812,-89.5011,2463,19,1,21.51,743.3,2669.96,7,0.080028,0,
1498490,-2.83211,-1.34395,-1.69531,32.69,531.93,-121.1,-0.35238,-0.29106,0.13272,41.4812,-89.5011,2463,19,1,21.51,743.3,2669.96,7,0.080028,0,
1498500,-3.38111,-0.737856,-0.949404,-45.71,533.54,-14.98,-0.38388,-0.3122,-0.0189,41.4812,-89.5011,2463,19,1,21.47,743,2673.08,7,0.0829608,0,
1498510,-3.38111,-0.737856,-0.949404,-45.71,533.54,-14.98,-0.38388,-0.3122,-0.0189,41.4812,-89.5011,2463,19,1,21.47,743,2673.08,7,0.0829608,0,
1498520,-3.38111,-0.737856,-0.949404,-45.71,533.54,-14.98,-0.38388,-0.3122,-0.0189,41.4812,-89.5011,2463,19,1,21.47,743,2673.08,7,0.0805954,0,
1498530,-3.38111,-0.737856,-0.949404,-45.71,533.54,-14.98,-0.38388,-0.3122,-0.0189,41.4812,-89.5011,2463,19,1,21.47,743,2673.08,7,0.0805954,0,
1498540,-0.828624,-2.38559,-1.24001,-62.37,558.6,37.45,-0.36736,-0.32158,-0.11606,41.4812,-89.5011,2463,19,1,21.49,743.3,2669.78,7,0.0872926,0,
1498550,-0.828624,-2.38559,-1.24001,-62.37,558.6,37.45,-0.36736,-0.32158,-0.11606,41.4812,-89.5011,2463,19,1,21.49,743.3,2669.78,7,0.0872926,0,
1498560,-0.828624,-2.38559,-1.24001,-62.37,558.6,37.45,-0.36736,-0.32158,-0.11606,41.4812,-89.5011,2463,19,1,21.49,743.3,2669.78,7,0.0872926,0,
1498570,-1.65139,-1.12069,-0.5307,-50.54,508.27,102.13,-0.32102,-0.3052,-0.19908,41.4812,-89.5011,2463,19,1,21.49,743.35,2669.2,7,0.0707497,0,
1498580,-1.65139,-1.12069,-0.5307,-50.54,508.27,102.13,-0.32102,-0.3052,-0.19908,41.4812,-89.5011,2463,19,1,21.49,743.35,2669.2,7,0.0707497,0,
1498590,-0.108336,-0.78324,0.723948,-18.06,504.28,130.48,-0.23982,-0.30716,-0.26712,41.4812,-89.5011,2463,19,1,21.46,743.43,2668,7,0.0757597,0,
1498600,-0.108336,-0.78324,0.723948,-18.06,504.28,130.48,-0.23982,-0.30716,-0.26712,41.4812,-89.5011,2463,19,1,21.46,743.43,2668,7,0.0757597,0,
1498610,-0.108336,-0.78324,0.723948,-18.06,504.28,130.48,-0.23982,-0.30716,-0.26712,41.4812,-89.5011,2463,19,1,21.46,743.43,2668,7,0.0757597,0,
1498620,0.8052,-0.820572,-0.462624,14.07,493.29,135.66,-0.14476,-0.29988,-0.30142,41.4812,-89.5011,2458.99,19,1,21.47,743.78,2664.04,7,0.0730966,0,
1498630,0.8052,-0.820572,-0.462624,14.07,493.29,135.66,-0.14476,-0.29988,-0.30142,41.4812,-89.5011,2458.99,19,1,21.47,743.78,2664.04,7,0.0730966,0,
1498640,0.8052,-0.820572,-0.462624,14.07,493.29,135.66,-0.14476,-0.29988,-0.30142,41.4812,-89.5011,2458.99,19,1,21.47,743.78,2664.04,7,0.0730966,0,
1498650,1.10093,-0.986004,0.10614,45.99,496.72,119.42,-0.05068,-0.2975,-0.3129,41.4812,-89.5011,2458.99,19,1,21.49,743.89,2662.94,7,0.0754955,0,
1498660,1.10093,-0.986004,0.10614,45.99,496.72,119.42,-0.05068,-0.2975,-0.3129,41.4812,-89.5011,2458.99,19,1,21.49,743.89,2662.94,7,0.0754955,0,
1498670,1.61333,-0.94062,-1.59649,63.7,517.44,88.97,0.0518,-0.29246,-0.29834,41.4812,-89.5011,2458.99,19,1,21.47,743.83,2663.46,7,0.0806229,0,
1498680,1.61333,-0.94062,-1.59649,63.7,517.44,88.97,0.0518,-0.29246,-0.29834,41.4812,-89.5011,2458.99,19,1,21.47,743.83,2663.46,7,0.0806229,0,
1498690,1.61333,-0.94062,-1.59649,63.7,517.44,88.97,0.0518,-0.29246,-0.29834,41.4812,-89.5011,2458.99,19,1,21.47,743.83,2663.46,7,0.0806229,0,
1498700,0.755424,-1.55843,-1.91418,60.13,547.54,51.87,0.18704,-0.29372,-0.23366,41.4812,-89.5011,2458.99,19,1,21.48,743.9,2662.74,7,0.0862345,0,
1498710,0.755424,-1.55843,-1.91418,60.13,547.54,51.87,0.18704,-0.29372,-0.23366,41.4812,-89.5011,2458.99,19,1,21.48,743.9,2662.74,7,0.0862345,0,
1498720,0.755424,-1.55843,-1.91418,60.13,547.54,51.87,0.18704,-0.29372,-0.23366,41.4812,-89.5011,2458.99,19,1,21.48,743.9,2662.74,7,0.0862345,0,
1498730,0.755424,-1.55843,-1.91418,60.13,547.54,51.87,0.18704,-0.29372,-0.23366,41.4812,-89.5011,2458.99,19,1,21.48,743.9,2662.74,7,0.0862345,0,
1498740,0.641232,-1.58258,-2.06131,40.39,534.03,37.03,0.28994,-0.29288,-0.13482,41.4812,-89.5011,2458.99,19,1,21.46,744.06,2660.7,7,0.0825251,0,
1498750,0.641232,-1.58258,-2.06131,40.39,534.03,37.03,0.28994,-0.29288,-0.13482,41.4812,-89.5011,2458.99,19,1,21.46,744.06,2660.7,7,0.0825251,0,
1498760,0.641232,-1.58258,-2.06131,40.39,534.03,37.03,0.28994,-0.29288,-0.13482,41.4812,-89.5011,2458.99,19,1,21.46,744.06,2660.7,7,0.0825251,0,
1498770,0.598776,-1.61186,-1.99324,10.92,511.42,29.82,0.33264,-0.2954,-0.04186,41.4812,-89.5011,2458.99,19,1,21.47,744.02,2661.25,7,0.0789247,0,
1498780,0.598776,-1.61186,-1.99324,10.92,511.42,29.82,0.33264,-0.2954,-0.04186,41.4812,-89.5011,2458.99,19,1,21.47,744.02,2661.25,7,0.0789247,0,
1498790,0.14274,-1.54306,-2.2326,-16.73,475.37,35.49,0.36078,-0.3031,0.03178,41.4812,-89.5011,2458.99,19,1,21.47,743.94,2662.18,7,0.0744737,0,
1498800,0.14274,-1.54306,-2.2326,-16.73,475.37,35.49,0.36078,-0.3031,0.03178,41.4812,-89.5011,2458.99,19,1,21.47,743.94,2662.18,7,0.0744737,0,
1498810,0.14274,-1.54306,-2.2326,-16.73,475.37,35.49,0.36078,-0.3031,0.03178,41.4812,-89.5011,2458.99,19,1,21.47,743.94,2662.18,7,0.0744737,0,
1498820,-0.231312,-1.16022,-1.7912,-38.57,443.8,51.1,0.37198,-0.30688,0.10794,41.4811,-89.501,2455.1,19,1,21.47,744.16,2659.63,7,0.0675002,0,
1498830,-0.231312,-1.16022,-1.7912,-38.57,443.8,51.1,0.37198,-0.30688,0.10794,41.4811,-89.501,2455.1,19,1,21.47,744.16,2659.63,7,0.0675002,0,
1498840,-0.700524,-1.02334,-1.73264,-54.74,426.3,75.6,0.36526,-0.31108,0.16548,41.4811,-89.501,2455.1,19,1,21.45,743.92,2662.23,7,0.0632892,0,
1498850,-0.700524,-1.02334,-1.73264,-54.74,426.3,75.6,0.36526,-0.31108,0.16548,41.4811,-89.501,2455.1,19,1,21.45,743.92,2662.23,7,0.0632892,0,
1498860,-0.700524,-1.02334,-1.73264,-54.74,426.3,75.6,0.36526,-0.31108,0.16548,41.4811,-89.501,2455.1,19,1,21.45,743.92,2662.23,7,0.0632892,0,
1498870,-0.97356,-0.954528,-1.62943,-60.76,420.7,106.33,0.35994,-0.32452,0.22288,41.4811,-89.501,2455.1,19,1,21.49,743.93,2662.48,7,0.0623075,0,
1498880,-0.97356,-0.954528,-1.62943,-60.76,420.7,106.33,0.35994,-0.32452,0.22288,41.4811,-89.501,2455.1,19,1,21.49,743.93,2662.48,7,0.0623075,0,
1498890,-0.97356,-0.954528,-1.62943,-60.76,420.7,106.33,0.35994,-0.32452,0.22288,41.4811,-89.501,2455.1,19,1,21.49,743.93,2662.48,7,0.0623075,0,
1498900,-1.26563,-0.677832,-1.2605,-46.06,444.22,157.92,0.32956,-0.34034,0.31052,41.4811,-89.501,2455.1,19,1,21.44,744.17,2659.25,7,0.0630576,0,
1498910,-1.26563,-0.677832,-1.2605,-46.06,444.22,157.92,0.32956,-0.34034,0.31052,41.4811,-89.501,2455.1,19,1,21.44,744.17,2659.25,7,0.0630576,0,
1498920,-1.26563,-0.677832,-1.2605,-46.06,444.22,157.92,0.32956,-0.34034,0.31052,41.4811,-89.501,2455.1,19,1,21.44,744.17,2659.25,7,0.0630576,0,
1498930,-1.26563,-0.677832,-1.2605,-46.06,444.22,157.92,0.32956,-0.34034,0.31052,41.4811,-89.501,2455.1,19,1,21.44,744.17,2659.25,7,0.0630576,0,
1498940,-1.09068,-0.606096,-1.01455,-17.22,469.98,184.87,0.29764,-0.34944,0.36414,41.4811,-89.501,2455.1,19,1,21.46,744.26,2658.38,7,0.0699848,0,
1498950,-1.09068,-0.606096,-1.01455,-17.22,469.98,184.87,0.29764,-0.34944,0.36414,41.4811,-89.501,2455.1,19,1,21.46,744.26,2658.38,7,0.0741121,0,
1498960,-1.09068,-0.606096,-1.01455,-17.22,469.98,184.87,0.29764,-0.34944,0.36414,41.4811,-89.501,2455.1,19,1,21.46,744.26,2658.38,7,0.0741121,0,
1498970,-0.59658,-0.622932,-0.539484,20.93,490.42,195.51,0.25452,-0.36372,0.42826,41.4811,-89.501,2455.1,19,1,21.46,744.35,2657.34,7,0.0765595,0,
1498980,-0.59658,-0.622932,-0.539484,20.93,490.42,195.51,0.25452,-0.36372,0.42826,41.4811,-89.501,2455.1,19,1,21.46,744.35,2657.34,7,0.0765595,0,
1498990,0.086376,-0.474336,-0.657336,64.33,493.36,188.65,0.19992,-0.37954,0.4788,41.4811,-89.501,2455.1,19,1,21.47,744.48,2655.93,7,0.0739769,0,
1499000,0.086376,-0.474336,-0.657336,64.33,493.36,188.65,0.19992,-0.37954,0.4788,41.4811,-89.501,2455.1,19,1,21.47,744.48,2655.93,7,0.0739769,0,
1499010,0.086376,-0.474336,-0.657336,64.33,493.36,188.65,0.19992,-0.37954,0.4788,41.4811,-89.501,2455.1,19,1,21.47,744.48,2655.93,7,0.0739769,0,
1499020,0.685152,-0.784704,-1.09434,96.67,478.94,156.52,0.12292,-0.39312,0.51198,41.4811,-89.501,2450.89,19,1,21.47,744.43,2656.51,7,0.074963,0,
1499030,0.685152,-0.784704,-1.09434,96.67,478.94,156.52,0.12292,-0.39312,0.51198,41.4811,-89.501,2450.89,19,1,21.47,744.43,2656.51,7,0.074963,0,
1499040,0.7137,-0.8235,-1.22903,112.63,459.69,118.86,0.04284,-0.41566,0.5362,41.4811,-89.501,2450.89,19,1,21.46,744.48,2655.84,7,0.0705766,0,
1499050,0.7137,-0.8235,-1.22903,112.63,459.69,118.86,0.04284,-0.41566,0.5362,41.4811,-89.501,2450.89,19,1,21.46,744.48,2655.84,7,0.0671276,0,
1499060,0.7137,-0.8235,-1.22903,112.63,459.69,118.86,0.04284,-0.41566,0.5362,41.4811,-89.501,2450.89,19,1,21.46,744.48,2655.84,7,0.0671276,0,
1499070,0.290604,-0.919392,-1.49914,114.38,432.11,81.13,-0.05096,-0.43204,0.53746,41.4811,-89.501,2450.89,19,1,21.48,744.54,2655.32,7,0.0620206,0,
1499080,0.290604,-0.919392,-1.49914,114.38,432.11,81.13,-0.05096,-0.43204,0.53746,41.4811,-89.501,2450.89,19,1,21.48,744.54,2655.32,7,0.0620206,0,
1499090,0.290604,-0.919392,-1.49914,114.38,432.11,81.13,-0.05096,-0.43204,0.53746,41.4811,-89.501,2450.89,19,1,21.48,744.54,2655.32,7,0.0620206,0,
1499100,-0.232044,-0.89304,-1.47571,90.23,383.25,42,-0.16506,-0.44786,0.51898,41.4811,-89.501,2450.89,19,1,21.44,744.49,2655.54,7,0.06544,0,
1499110,-0.232044,-0.89304,-1.47571,90.23,383.25,42,-0.16506,-0.44786,0.51898,41.4811,-89.501,2450.89,19,1,21.44,744.49,2655.54,7,0.06544,0,
1499120,-0.232044,-0.89304,-1.47571,90.23,383.25,42,-0.16506,-0.44786,0.51898,41.4811,-89.501,2450.89,19,1,21.44,744.49,2655.54,7,0.06544,0,
1499130,-0.232044,-0.89304,-1.47571,90.23,383.25,42,-0.16506,-0.44786,0.51898,41.4811,-89.501,2450.89,19,1,21.44,744.49,2655.54,7,0.06544,0,
1499140,-0.592188,-0.8418,-1.52549,69.44,362.11,31.08,-0.26712,-0.46802,0.46816,41.4811,-89.501,2450.89,19,1,21.45,744.6,2654.36,7,0.0522123,0,
1499150,-0.592188,-0.8418,-1.52549,69.44,362.11,31.08,-0.26712,-0.46802,0.46816,41.4811,-89.501,2450.89,19,1,21.45,744.6,2654.36,7,0.0522123,0,
1499160,-1.02041,-0.866688,-1.29637,47.32,347.9,29.75,-0.33222,-0.46732,0.41958,41.4811,-89.501,2450.89,19,1,21.46,744.84,2651.67,7,0.0524768,0,
1499170,-1.02041,-0.866688,-1.29637,47.32,347.9,29.75,-0.33222,-0.46732,0.41958,41.4811,-89.501,2450.89,19,1,21.46,744.84,2651.67,7,0.0524768,0,
1499180,-1.02041,-0.866688,-1.29637,47.32,347.9,29.75,-0.33222,-0.46732,0.41958,41.4811,-89.501,2450.89,19,1,21.46,744.84,2651.67,7,0.0524768,0,
1499190,-1.23928,-0.809592,-0.937692,30.8,343,39.06,-0.37814,-0.47166,0.36582,41.4811,-89.501,2450.89,19,1,21.45,745.02,2649.5,7,0.0509553,0,
1499200,-1.23928,-0.809592,-0.937692,30.8,343,39.06,-0.37814,-0.47166,0.36582,41.4811,-89.501,2450.89,19,1,21.45,745.02,2649.5,7,0.0509553,0,
1499210,-1.23928,-0.809592,-0.937692,30.8,343,39.06,-0.37814,-0.47166,0.36582,41.4811,-89.501,2450.89,19,1,21.45,745.02,2649.5,7,0.0509553,0,
1499220,-1.61992,-0.771528,-0.90036,16.45,353.5,57.4,-0.42378,-0.46564,0.28868,41.4811,-89.501,2446.73,19,1,21.46,745.02,2649.59,7,0.0515079,0,
1499230,-1.61992,-0.771528,-0.90036,16.45,353.5,57.4,-0.42378,-0.46564,0.28868,41.4811,-89.501,2446.73,19,1,21.46,745.02,2649.59,7,0.0515079,0,
1499240,-1.73557,-0.775188,-0.8052,5.25,376.04,83.58,-0.45122,-0.45724,0.21742,41.4811,-89.501,2446.73,19,1,21.45,745.06,2649.04,7,0.054881,0,
1499250,-1.73557,-0.775188,-0.8052,5.25,376.04,83.58,-0.45122,-0.45724,0.21742,41.4811,-89.501,2446.73,19,1,21.45,745.06,2649.04,7,0.054881,0,
1499260,-1.73557,-0.775188,-0.8052,5.25,376.04,83.58,-0.45122,-0.45724,0.21742,41.4811,-89.501,2446.73,19,1,21.45,745.06,2649.04,7,0.054881,0,
1499270,-1.99616,-0.68442,-0.7503,0.35,402.01,115.64,-0.46662,-0.44254,0.1379,41.4811,-89.501,2446.73,19,1,21.46,745.11,2648.55,7,0.0596683,0,
1499280,-1.99616,-0.68442,-0.7503,0.35,402.01,115.64,-0.46662,-0.44254,0.1379,41.4811,-89.501,2446.73,19,1,21.46,745.11,2648.55,7,0.0596683,0,
1499290,-1.46766,-0.293532,-0.216672,17.08,430.43,170.59,-0.46732,-0.40334,0.00966,41.4811,-89.501,2446.73,19,1,21.44,744.78,2652.19,7,0.0639656,0,
1499300,-1.46766,-0.293532,-0.216672,17.08,430.43,170.59,-0.46732,-0.40334,0.00966,41.4811,-89.501,2446.73,19,1,21.44,744.78,2652.19,7,0.0639656,0,
1499310,-1.46766,-0.293532,-0.216672,17.08,430.43,170.59,-0.46732,-0.40334,0.00966,41.4811,-89.501,2446.73,19,1,21.44,744.78,2652.19,7,0.0639656,0,
1499320,-1.46766,-0.293532,-0.216672,17.08,430.43,170.59,-0.46732,-0.40334,0.00966,41.4811,-89.501,2446.73,19,1,21.44,744.78,2652.19,7,0.0639656,0,
1499330,-1.46766,-0.293532,-0.216672,17.08,430.43,170.59,-0.46732,-0.40334,0.00966,41.4811,-89.501,2446.73,19,1,21.44,744.78,2652.19,7,0.0639656,0,
1499340,-1.12216,-0.054168,-0.027084,43.47,423.15,193.69,-0.43526,-0.37632,-0.07112,41.4811,-89.501,2446.73,19,1,21.44,744.88,2651.03,7,0.0630611,0,
1499350,-1.12216,-0.054168,-0.027084,43.47,423.15,193.69,-0.43526,-0.37632,-0.07112,41.4811,-89.501,2446.73,19,1,21.44,744.88,2651.03,7,0.0630611,0,
1499360,-0.7503,0.002928,0.04392,72.8,409.43,205.31,-0.38962,-0.3444,-0.15316,41.4811,-89.501,2446.73,19,1,21.45,744.92,2650.65,7,0.0602534,0,
1499370,-0.7503,0.002928,0.04392,72.8,409.43,205.31,-0.38962,-0.3444,-0.15316,41.4811,-89.501,2446.73,19,1,21.45,744.92,2650.65,7,0.0602534,0,
1499380,-0.7503,0.002928,0.04392,72.8,409.43,205.31,-0.38962,-0.3444,-0.15316,41.4811,-89.501,2446.73,19,1,21.45,744.92,2650.65,7,0.0602534,0,
1499390,-0.50142,0.00732,-0.08784,104.51,393.4,202.44,-0.32802,-0.3157,-0.19922,41.4811,-89.501,2446.73,19,1,21.45,745.19,2647.53,7,0.0620558,0,
1499400,-0.50142,0.00732,-0.08784,104.51,393.4,202.44,-0.32802,-0.3157,-0.19922,41.4811,-89.501,2446.73,19,1,21.45,745.19,2647.53,7,0.0620558,0,
1499410,-0.50142,0.00732,-0.08784,104.51,393.4,202.44,-0.32802,-0.3157,-0.19922,41.4811,-89.501,2446.73,19,1,21.45,745.19,2647.53,7,0.0620558,0,
1499420,-0.217404,0.040992,-0.111996,130.69,370.09,192.64,-0.25704,-0.28238,-0.2303,41.4811,-89.501,2444.79,19,1,21.46,745.2,2647.51,7,0.0575828,0,
1499430,-0.217404,0.040992,-0.111996,130.69,370.09,192.64,-0.25704,-0.28238,-0.2303,41.4811,-89.501,2444.79,19,1,21.46,745.2,2647.51,7,0.0575828,0,
1499440,-0.139812,-0.02196,-0.308172,149.94,348.39,181.79,-0.18144,-0.25396,-0.24276,41.4811,-89.501,2444.79,19,1,21.47,745.1,2648.75,7,0.0532385,0,
1499450,-0.139812,-0.02196,-0.308172,149.94,348.39,181.79,-0.18144,-0.25396,-0.24276,41.4811,-89.501,2444.79,19,1,21.47,745.1,2648.75,7,0.0532385,0,
1499460,-0.139812,-0.02196,-0.308172,149.94,348.39,181.79,-0.18144,-0.25396,-0.24276,41.4811,-89.501,2444.79,19,1,21.47,745.1,2648.75,7,0.0532385,0,
1499470,-0.11346,0.006588,-0.48678,164.01,336.35,167.3,-0.10738,-0.2331,-0.23352,41.4811,-89.501,2444.79,19,1,21.49,745.49,2644.42,7,0.0501728,0,
1499480,-0.11346,0.006588,-0.48678,164.01,336.35,167.3,-0.10738,-0.2331,-0.23352,41.4811,-89.501,2444.79,19,1,21.49,745.49,2644.42,7,0.0501728,0,
1499490,-0.1647,0.06588,-0.449448,177.1,340.2,153.3,-0.03808,-0.2149,-0.20818,41.4811,-89.501,2444.79,19,1,21.47,745.38,2645.51,7,0.0494952,0,
1499500,-0.1647,0.06588,-0.449448,177.1,340.2,153.3,-0.03808,-0.2149,-0.20818,41.481,-89.501,2442.9,19,1,21.47,745.38,2645.51,7,0.0494952,0,
1499510,-0.1647,0.06588,-0.449448,177.1,340.2,153.3,-0.03808,-0.2149,-0.20818,41.481,-89.501,2442.9,19,1,21.47,745.38,2645.51,7,0.0494952,0,
1499520,-0.109068,0.034404,-0.584136,191.8,361.34,136.78,0.03332,-0.20118,-0.16926,41.481,-89.501,2442.9,19,1,21.47,745.37,2645.63,7,0.052128,0,
1499530,-0.109068,0.034404,-0.584136,191.8,361.34,136.78,0.03332,-0.20118,-0.16926,41.481,-89.501,2442.9,19,1,21.47,745.37,2645.63,7,0.052128,0,
1499540,-0.109068,0.034404,-0.584136,191.8,361.34,136.78,0.03332,-0.20118,-0.16926,41.481,-89.501,2442.9,19,1,21.47,745.37,2645.63,7,0.052128,0,
1499550,0.016104,-0.046116,-0.698328,203.63,386.54,114.52,0.09114,-0.19096,-0.11186,41.481,-89.501,2442.9,19,1,21.47,745.35,2645.86,7,0.0573177,0,
1499560,0.016104,-0.046116,-0.698328,203.63,386.54,114.52,0.09114,-0.19096,-0.11186,41.481,-89.501,2442.9,19,1,21.47,745.35,2645.86,7,0.0573177,0,
1499570,0.299388,-0.2562,-0.745176,212.94,397.67,86.73,0.13832,-0.18088,-0.05194,41.481,-89.501,2442.9,19,1,21.47,745.39,2645.4,7,0.061573,0,
1499580,0.299388,-0.2562,-0.745176,212.94,397.67,86.73,0.13832,-0.18088,-0.05194,41.481,-89.501,2441.1,19,1,21.47,745.39,2645.4,7,0.061573,0,
1499590,0.299388,-0.2562,-0.745176,212.94,397.67,86.73,0.13832,-0.18088,-0.05194,41.481,-89.501,2441.1,19,1,21.47,745.39,2645.4,7,0.061573,0,
1499600,0.703452,-0.648552,-1.12508,213.64,389.41,49.07,0.1652,-0.17962,0.0238,41.481,-89.501,2441.1,19,1,21.48,745.58,2643.29,7,0.0614027,0,
1499610,0.703452,-0.648552,-1.12508,213.64,389.41,49.07,0.1652,-0.17962,0.0238,41.481,-89.501,2441.1,19,1,21.48,745.58,2643.29,7,0.0614027,0,
1499620,1.25026,-1.1185,-1.8827,193.55,375.41,5.81,0.17906,-0.18256,0.10598,41.481,-89.501,2441.1,19,1,21.47,745.31,2646.32,7,0.0579031,0,
1499630,1.25026,-1.1185,-1.8827,193.55,375.41,5.81,0.17906,-0.18256,0.10598,41.481,-89.501,2441.1,19,1,21.47,745.31,2646.32,7,0.0579031,0,
1499640,1.25026,-1.1185,-1.8827,193.55,375.41,5.81,0.17906,-0.18256,0.10598,41.481,-89.501,2441.1,19,1,21.47,745.31,2646.32,7,0.0579031,0,
1499650,1.22317,-1.16242,-2.26261,157.85,340.83,-38.08,0.16436,-0.18354,0.17206,41.481,-89.501,2441.1,19,1,21.46,745.42,2644.96,7,0.055135,0,
1499660,1.22317,-1.16242,-2.26261,157.85,340.83,-38.08,0.16436,-0.18354,0.17206,41.481,-89.501,2441.1,19,1,21.46,745.42,2644.96,7,0.055135,0,
1499670,1.22317,-1.16242,-2.26261,157.85,340.83,-38.08,0.16436,-0.18354,0.17206,41.481,-89.501,2441.1,19,1,21.46,745.42,2644.96,7,0.055135,0,
1499680,1.08922,-1.17047,-2.18429,112.21,301.91,-72.45,0.1407,-0.189,0.22876,41.481,-89.501,2439.19,19,1,21.48,745.01,2649.88,7,0.0475485,0,
1499690,1.08922,-1.17047,-2.18429,112.21,301.91,-72.45,0.1407,-0.189,0.22876,41.481,-89.501,2439.19,19,1,21.48,745.01,2649.88,7,0.0475485,0,
1499700,0.529968,-1.22683,-2.22894,63.63,275.73,-95.97,0.07742,-0.19012,0.27972,41.481,-89.501,2439.19,19,1,21.48,745.36,2645.84,7,0.0412054,0,
1499710,0.529968,-1.22683,-2.22894,63.63,275.73,-95.97,0.07742,-0.19012,0.27972,41.481,-89.501,2439.19,19,1,21.48,745.36,2645.84,7,0.0412054,0,
1499720,0.529968,-1.22683,-2.22894,63.63,275.73,-95.97,0.07742,-0.19012,0.27972,41.481,-89.501,2439.19,19,1,21.48,745.36,2645.84,7,0.0412054,0,
1499730,0.199836,-1.12362,-2.04594,15.54,255.57,-104.51,0.03066,-0.1855,0.2947,41.481,-89.501,2439.19,19,1,21.46,745.37,2645.54,7,0.0387659,0,
1499740,0.199836,-1.12362,-2.04594,15.54,255.57,-104.51,0.03066,-0.1855,0.2947,41.481,-89.501,2439.19,19,1,21.46,745.37,2645.54,7,0.0387659,0,
1499750,-0.30744,-0.946476,-1.58039,-26.18,243.95,-99.54,-0.01778,-0.18676,0.29036,41.481,-89.501,2439.19,19,1,21.47,745.57,2643.32,7,0.0364453,0,
1499760,-0.30744,-0.946476,-1.58039,-26.18,243.95,-99.54,-0.01778,-0.18676,0.29036,41.481,-89.501,2437.32,19,1,21.47,745.57,2643.32,7,0.0364453,0,
1499770,-0.30744,-0.946476,-1.58039,-26.18,243.95,-99.54,-0.01778,-0.18676,0.29036,41.481,-89.501,2437.32,19,1,21.47,745.57,2643.32,7,0.0364453,0,
1499780,-0.466284,-0.797148,-1.27514,-56.49,248.78,-84.98,-0.06202,-0.1862,0.27706,41.481,-89.501,2437.32,19,1,21.45,745.48,2644.18,7,0.0356997,0,
1499790,-0.466284,-0.797148,-1.27514,-56.49,248.78,-84.98,-0.06202,-0.1862,0.27706,41.481,-89.501,2437.32,19,1,21.45,745.48,2644.18,7,0.0356997,0,
1499800,-0.466284,-0.797148,-1.27514,-56.49,248.78,-84.98,-0.06202,-0.1862,0.27706,41.481,-89.501,2437.32,19,1,21.45,745.48,2644.18,7,0.0356997,0,
1499810,-0.594384,-0.53436,-0.910608,-77.28,262.99,-69.09,-0.10626,-0.17808,0.25242,41.481,-89.501,2437.32,19,1,21.47,745.83,2640.31,7,0.0385444,0,
