# Time (s),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Mach number (​)
103.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.171
104.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.171
104.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.171
105.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.17
105.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.17
106.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.17
106.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.169
107.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.169
107.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.168
108.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.168
108.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.168
109.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.167
109.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.167
110.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.167
110.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.166
111.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.166
111.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.166
112.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.165
112.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.165
113.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.165
113.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.164
114.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.164
114.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.164
115.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.163
115.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.163
116.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.163
116.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.163
117.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.162
117.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.162
118.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.162
118.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.161
119.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.161
119.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.161
120.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.16
120.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.16
121.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.16
121.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.159
122.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.159
122.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.159
123.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.158
123.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.158
124.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.158
124.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.158
125.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.157
125.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.157
126.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.157
126.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.156
127.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.156
127.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.156
128.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.155
128.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.155
129.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.155
129.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.155
130.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.154
130.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.154
131.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.154
131.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.153
132.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.153
132.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.153
133.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.153
133.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.152
134.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.152
134.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.152
135.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.152
135.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.151
136.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.151
136.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.151
137.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.15
137.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.15
138.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.15
138.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.15
139.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.149
139.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.149
140.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.149
140.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.148
141.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.148
141.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.148
142.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.148
142.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.147
143.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.147
143.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.147
144.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.147
144.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.146
145.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.146
145.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.146
146.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.146
146.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.145
147.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.145
147.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.145
148.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.145
148.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.144
149.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.144
149.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.144
150.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.144
150.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.143
151.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.143
151.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.143
152.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.143
152.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.142
153.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.142
153.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.142
154.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.142
154.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.141
155.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.141
155.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.141
156.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.141
156.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.14
157.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.14
157.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.14
158.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.14
158.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.14
159.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.139
159.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.139
160.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.139
160.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.139
161.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.138
161.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.138
162.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.138
162.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.138
163.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.137
163.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.137
164.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.137
164.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.137
165.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.137
165.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.136
166.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.136
166.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.136
167.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.136
167.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.135
168.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.135
168.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.135
169.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.135
169.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.135
170.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.134
170.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.134
171.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.134
171.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.134
172.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.133
172.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.133
173.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.133
173.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.133
174.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.133
174.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.132
175.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.132
175.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.132
176.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.132
176.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.132
177.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.131
177.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.131
178.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.131
178.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.131
179.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.131
179.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.13
180.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.13
180.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.13
181.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.13
181.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.13
182.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.129
182.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.129
183.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.129
183.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.129
184.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.129
184.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.128
185.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.128
185.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.128
186.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.128
186.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.128
187.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.127
187.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.127
188.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.127
188.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.127
189.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.127
189.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.126
190.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.126
190.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.126
191.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.126
191.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.126
192.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
192.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
193.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
193.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
194.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
194.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.125
195.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.124
195.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.124
196.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.124
196.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.124
197.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.124
197.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
198.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
198.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
199.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
199.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
200.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.123
200.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.122
201.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.122
201.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.122
202.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.122
202.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.122
203.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
203.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
204.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
204.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
205.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
205.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.121
206.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
206.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
207.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
207.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
208.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
208.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.12
209.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
209.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
210.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
210.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
211.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
211.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.119
212.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
212.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
213.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
213.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
214.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
214.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.118
215.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
215.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
216.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
216.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
217.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
217.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.117
218.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
218.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
219.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
219.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
220.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
220.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.116
221.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
221.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
222.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
222.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
223.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
223.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
224.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.115
224.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
225.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
225.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
226.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
226.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
227.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.114
227.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
228.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
228.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
229.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
229.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
230.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.113
230.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
231.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
231.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
232.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
232.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
233.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
233.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.112
234.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
234.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
235.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
235.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
236.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
236.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
237.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.111
237.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
238.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
238.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
239.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
239.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
240.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
240.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.11
241.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
241.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
242.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
242.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
243.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
243.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
244.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.109
244.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
245.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
245.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
246.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
246.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
247.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
247.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.108
248.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
248.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
249.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
249.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
250.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
250.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
251.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
251.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.107
252.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
252.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
253.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
253.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
254.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
254.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
255.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.106
255.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
256.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
256.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
257.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
257.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
258.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
258.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
259.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.105
259.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
260.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
260.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
261.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
261.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
262.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
262.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
263.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.104
263.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
264.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
264.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
265.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
265.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
266.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
266.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
267.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.103
267.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
268.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
268.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
269.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
269.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
270.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
270.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
271.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.102
271.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
272.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
272.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
273.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
273.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
274.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
274.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
275.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.101
275.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.1
